polarity,confidence,joy,text,extraversion,isIronic,sadness,agreeableness,isSubjective,conscientiousness,isAgreement,anger,surprise,fear,openness,class
N,86,0.19586694240570068,"No logic whatsoever but the music was good good editors. @emafabolous: @ImrKil It SUCKS!",0.5735289949481771,False,0.27477484941482544,0.6213379627779909,True,0.4196409785199439,False,0.10862915217876434,0.3827728033065796,0.03795626014471054,0.6091660300147868,Bot
P,100,0.501457154750824,"Improvement begins with I. - Arnold . Glasgow",0.4496717263581389,False,0.054401688277721405,0.4202745462718762,False,0.4516034283857236,True,0.02714485488831997,0.07945477962493896,0.33754152059555054,0.5748312016513859,Bot
NONE,100,0.1627306342124939,"@CHOCOICE_JINRYU Please follow me",0.5749605904191227,False,0.33197957277297974,0.508352476253844,False,0.4602984436627092,True,0.18059071898460388,0.08612177520990372,0.23857730627059937,0.5066961997023252,Bot
NONE,100,0.07241359353065491,"Everybody watching drumline???",0.5326659851155039,False,0.3084637224674225,0.5369148411248859,False,0.43523853674702256,True,0.2136375606060028,0.17135587334632874,0.23412923514842987,0.4667657379792115,Bot
P,100,0.12830573320388794,"@dmarc_24 Cool page",0.4995652975167258,False,0.1685553938150406,0.5313706941771925,True,0.4858110125722556,True,0.3974520266056061,0.19718101620674133,0.10850581526756287,0.4650344553394852,Bot
N,100,0.0369979664683342,"When everything seems to be going against you remember that the airplane takes off against the wind not with it. - Henry Ford",0.39517959144155856,False,0.27601444721221924,0.40164275859531595,True,0.5170131462743912,True,0.5180297493934631,0.01730342209339142,0.1516544222831726,0.5152295376652868,Bot
P,100,0.0685226172208786,"@UnlovedTrash T-Trubbish..? Tom floated right above where he hid with a curious look.",0.5174573480577793,False,0.24923375248908997,0.5160932425867046,False,0.46836403628875467,True,0.09673088788986206,0.23676615953445435,0.34874656796455383,0.5422383585822915,Bot
N,100,0.05012500286102295,"when you're lonely all you gotta do is call me. you know you're my one and only. come next to me lemme take you on a journey ?",0.6558822017099899,False,0.4641416370868683,0.6438621711312678,True,0.4628693951272416,True,0.18796497583389282,0.0981082022190094,0.19966018199920654,0.45321859488977445,Bot
NONE,100,0.20512709021568298,"RT @JenSelter: Can't sleep",0.4707151065438481,False,0.1895759403705597,0.4943579095497465,False,0.5402489790971251,True,0.27749237418174744,0.0745285227894783,0.2532760500907898,0.4753449868376009,Bot
P,92,0.0035267374478280544,"I won't reply to you if you send one word texts so don't get mad at me for not replying when you're the one who's one wording me.",0.5804629083407127,False,0.09443037211894989,0.5476088105586536,True,0.48594960947146365,True,0.8620709180831909,0.0026532975025475025,0.03731876239180565,0.4342034180587697,Bot
P+,98,0.2141524851322174,"The more reasons you have for achieving your goal the more determined you will become. - Brian Tracy",0.5208189383906834,False,0.3911679983139038,0.4790182845634326,False,0.45807317721432655,True,0.1168585866689682,0.08920899778604507,0.1886119544506073,0.6205818653106688,Bot
NONE,100,0.15570111572742462,"@gangrenadiario WOW",0.5269757746639899,False,0.14926943182945251,0.48436981544159996,True,0.5087071369434225,True,0.12605997920036316,0.40553462505340576,0.16343483328819275,0.5152837907042458,Bot
NEU,86,0.20723974704742432,"If you have choices choose the best. If you have no choice do the best.",0.4995303732358803,False,0.2633292078971863,0.562636850695861,True,0.512960178071055,False,0.18001006543636322,0.16353237628936768,0.1858886182308197,0.4467791421948192,Bot
P+,100,0.30641934275627136,"@metalinsider you're awesome",0.5218916191893109,False,0.04934438318014145,0.5272626657234994,True,0.4943374436477134,True,0.04531135410070419,0.5494593381881714,0.04946552962064743,0.43506644373742215,Bot
P,100,0.0774642750620842,"@Herostrain The superior man is modest in his speech but exceeds in his actions. - Confucius",0.43911492875066854,False,0.33358901739120483,0.42027691006660456,True,0.5322985467554509,True,0.14894768595695496,0.055444639176130295,0.38455435633659363,0.5129272288808198,Bot
P+,100,0.05729556828737259,"if you loved me you would be here with me...",0.5481492831545361,False,0.5681711435317993,0.6064079424791168,True,0.48453849485550804,True,0.2161143720149994,0.03754475712776184,0.12087416648864746,0.4519708908606912,Bot
P,100,0.10821816325187683,"@staticinverona It's simple ... go the extra mile and you will stand out from the crowd. - Robin Crow",0.49853325622566685,False,0.2725459635257721,0.4990890193403812,True,0.5148420714098831,True,0.44296833872795105,0.011540140956640244,0.1647273749113083,0.43473371111343945,Bot
NONE,100,0.15570111572742462,"@Rahmawati765 wow",0.5269757746639899,False,0.14926943182945251,0.48436981544159996,True,0.5087071369434225,True,0.12605997920036316,0.40553462505340576,0.16343483328819275,0.5152837907042458,Bot
N+,100,0.009306713938713074,"That's the pussy step dad shit I be talking about.... If it wasn't for my mom we would've been threw the hands",0.5021051251787251,False,0.312348872423172,0.49973499042945985,True,0.5195300692114337,True,0.5528663396835327,0.045340731739997864,0.08013734221458435,0.4497554135099749,Bot
NONE,100,0.11643382906913757,"That's my issue.",0.5322709283081152,False,0.19112907350063324,0.5253617847174928,False,0.5297486771797312,True,0.37900078296661377,0.05596672371029854,0.2574695944786072,0.45853191391329895,Bot
P,100,0.1172839105129242,"“@Dammm_sunny: @kiddklassik lol well u gon be whatever I call u lol I got another name but imma Dave that for later lol”",0.6361869879193225,False,0.43559443950653076,0.5727282553388361,True,0.45392261051583566,True,0.028587792068719864,0.34129735827445984,0.07723647356033325,0.4162753881695115,Bot
P,100,0.23613885045051575,"LOL habang gumagawa ng project? Nico yan ihh. Haha",0.6693696286213601,False,0.17675161361694336,0.8060602702592549,True,0.4091601474531765,True,0.11944535374641418,0.287598580121994,0.1800655871629715,0.6196567315921605,Bot
P,94,0.1298999786376953,"@Ari_Communism It is a rough road that leads to the heights of greatness. - Seneca",0.5053675217648684,False,0.3960838317871094,0.47006393420068837,False,0.4761206173691256,False,0.2258889079093933,0.09722069650888443,0.15090662240982056,0.7113625011711476,Bot
NONE,100,0.16816328465938568,"?????",0.6213663397199017,False,0.1584518849849701,0.6511859716030589,False,0.43469204094218106,True,0.19698724150657654,0.21004599332809448,0.2663515508174896,0.4438498421250102,Bot
NONE,100,0.08356301486492157,"Shower w music is ??????",0.5936218386484404,False,0.061403073370456696,0.6284303686075042,False,0.4552467551039553,True,0.11542612314224243,0.6579041481018066,0.08170367777347565,0.4645204337957863,Bot
P,100,0.196268230676651,"@keri843 cool page.",0.45342163160695875,False,0.17965446412563324,0.4418010926037504,True,0.4823206690536148,True,0.24731692671775818,0.2325572669506073,0.1442030966281891,0.5369005300731302,Bot
N+,100,0.06290976703166962,"You know ashton's hair in that keek when he's wearing the pony and in catering again bc i want that fUCKING HAIR AGAIN",0.5971035212278366,False,0.20866341888904572,0.5901942451794943,True,0.446899996749286,True,0.5608036518096924,0.10096941888332367,0.06665372848510742,0.3805413686226461,Bot
P,94,0.3198466897010803,"I met with my wonderful daughter yesterday. She is expecting twins in June and I felt her babes kicking. What a great experience. #proudpapa",0.5413883493865951,False,0.02355087921023369,0.7134001009296952,True,0.4553653174775771,False,0.004449254833161831,0.6090329885482788,0.04312018305063248,0.49854805480653985,Bot
NONE,100,0.32271257042884827,"Top 3 music videos of the year so far:",0.4790804472010015,False,0.4190862476825714,0.5350131680045211,False,0.5173633968693087,True,0.058710984885692596,0.13532795011997223,0.0641622543334961,0.41997081180599244,Bot
N,92,0.05138587951660156,"@fucksahara Do not wait for leaders; do it alone person to person. - Mother Teresa",0.4300328892166332,False,0.6159172654151917,0.49357683093924265,False,0.5165190981037315,True,0.17344152927398682,0.06961295753717422,0.08964239060878754,0.5351660335175344,Bot
NONE,100,0.1138005182147026,"@godsangell We will either find a way or make one. - Hannibal",0.44999281253855106,False,0.11348360776901245,0.5316191456819835,False,0.5111253765122643,True,0.19231532514095306,0.014297330752015114,0.5661032199859619,0.38834109790971344,Bot
NONE,100,0.022987857460975647,"Never let other ppl tell you what to think or believe gotta find things out for yourself ya kno.",0.5649141462172492,False,0.3376343250274658,0.539627354396017,True,0.4427403026613696,True,0.21149009466171265,0.26538214087486267,0.16250556707382202,0.5048656056974535,Bot
P+,98,0.07938164472579956,"RT @ConanOBrien: Let’s just agree any group of 3 or more handsome British men should be referred to as a “cumberbatch.”",0.49157888429649815,False,0.3842328190803528,0.5020852606547506,True,0.47901296581345043,True,0.2873309254646301,0.09847244620323181,0.1505821794271469,0.591075197837063,Bot
P,100,0.28388598561286926,"@Diana050399 nice!",0.4738170302520364,False,0.07280152291059494,0.5289394625446252,True,0.4910149892856335,True,0.08761583268642426,0.4441390037536621,0.11155766248703003,0.5327023618689206,Bot
P,92,0.04335146024823189,"@Enide_Ghost What's wrong with that...? You.. Look really cute..",0.5396678700285443,False,0.3638555109500885,0.5738838419579623,True,0.4679674937807281,False,0.08833656460046768,0.32761555910110474,0.1768409013748169,0.4926782061006421,Bot
P,100,0.495805025100708,"Improve your spare moments and they will become the brightest gems in your life. - Ralph Waldo Emerson",0.5008932276297424,False,0.30606740713119507,0.5331266877944009,False,0.47746747115562704,True,0.0974220335483551,0.027509447187185287,0.07319605350494385,0.5501946572945496,Bot
P,92,0.05840764567255974,"@chrizzyjordvn If opportunity doesn't knock build a door. - Milton Berle",0.48379898222826295,False,0.21651235222816467,0.43031640899808776,False,0.46685351311475376,True,0.2589389383792877,0.12058481574058533,0.34555619955062866,0.6673253660447128,Bot
NONE,100,0.2025902420282364,"@BigGhostLtd ahh",0.5754935137801251,False,0.13655076920986176,0.5965610000125148,False,0.42745439177271966,True,0.13485553860664368,0.24504102766513824,0.28096243739128113,0.5903244519902167,Bot
P+,100,0.30641934275627136,"@PatDhat you're awesome",0.5218916191893109,False,0.04934438318014145,0.5272626657234994,True,0.4943374436477134,True,0.04531135410070419,0.5494593381881714,0.04946552962064743,0.43506644373742215,Bot
NONE,100,0.13028843700885773,"@_FlyBoiErrey Please follow me",0.5790516057256926,False,0.37799444794654846,0.5288832835983811,False,0.4603081304451515,True,0.2440858781337738,0.04930061101913452,0.1983305811882019,0.5108819369957825,Bot
NONE,100,0.26904231309890747,"@OnlyMe_Brianna !",0.4613746993117414,False,0.09333403408527374,0.6380026560080678,False,0.5778668156300468,True,0.1051497608423233,0.4427693784236908,0.08970454335212708,0.4685604850822519,Bot
NONE,100,0.039285995066165924,"why am I awake and why am I in my feelings",0.6139310318029533,False,0.37550991773605347,0.6437476361007021,False,0.4885192064718269,True,0.4098449945449829,0.05795782059431076,0.11740124225616455,0.42132980244181983,Bot
P,92,0.05844752863049507,"If we do not plant knowledge when young it will give us no shade when we are old. - Lord Chesterfield",0.44516543766199534,False,0.39114218950271606,0.4441291004942174,False,0.5262759231972969,True,0.3373197615146637,0.03274819254875183,0.18034237623214722,0.6237728509390464,Bot
NONE,100,0.03136259317398071,"RT @NylonMag: How @itsmeleighton is putting @gossipgirl behind her: http://t.co/agh8YPSG9r http://t.co/5NXd14sX41",0.43930559087607823,False,0.5208041667938232,0.4946417714420117,False,0.5093050804631464,True,0.1461087167263031,0.00860680639743805,0.2931177616119385,0.5166967143522244,Bot
NONE,100,0.06642130017280579,"@Cimot_Kepo The question isn't who is going to let me; it's who is going to stop me. - Ayn Rand",0.5150326492927843,False,0.22614380717277527,0.41943757471285364,False,0.48949698966810073,True,0.2910833954811096,0.23195552825927734,0.1843959540128708,0.6853836362607011,Bot
P,100,0.06511813402175903,"what i would give to be in portugal right now",0.5528567736431704,False,0.3909176290035248,0.459123252776631,False,0.44176580234505664,True,0.25381287932395935,0.08767059445381165,0.20248070359230042,0.5030924165360281,Bot
P,100,0.20968887209892273,"@heyshaf NICE",0.48199671633162744,False,0.1255301982164383,0.4992112203648216,True,0.4791215209440253,True,0.1186060905456543,0.3793295919895172,0.16684526205062866,0.5748029540632372,Bot
NONE,100,0.1861850619316101,"Just got the email back regarding job #2...",0.4392677550598727,False,0.10908350348472595,0.4236244888682114,False,0.5438646434367388,True,0.10803721845149994,0.022289101034402847,0.5744050741195679,0.48748595441613235,Bot
P,100,0.17054249346256256,"Good ting Rap Genius doh cover soca music cuz dey woulda have a hard time decipherin this song #BMT",0.5830199364888465,False,0.37586137652397156,0.5048705579941731,True,0.5403789716890489,True,0.1302647590637207,0.2702198326587677,0.05311151593923569,0.5060634406927589,Bot
P+,100,0.2651897966861725,"Believe deep down in your heart that you're destined to do great things. - Joe Paterno",0.559692116612095,False,0.3352855145931244,0.5230152795189306,True,0.46541314837576325,True,0.11836004257202148,0.17729386687278748,0.10387074947357178,0.5462291981572303,Bot
NONE,100,0.2146967053413391,"@NeikoDeBarge awsome",0.4771098269749496,False,0.1415424942970276,0.43501231388041844,False,0.4406777644294432,True,0.1252974271774292,0.33231687545776367,0.18614649772644043,0.5516459838809253,Bot
P+,100,0.30641934275627136,"@WichoBeatz you're awesome",0.5218916191893109,False,0.04934438318014145,0.5272626657234994,True,0.4943374436477134,True,0.04531135410070419,0.5494593381881714,0.04946552962064743,0.43506644373742215,Bot
NONE,100,0.21248570084571838,"FALAR",0.46512593000622127,False,0.15922187268733978,0.43414509871549767,False,0.5279033629373573,True,0.18656747043132782,0.21934738755226135,0.22237756848335266,0.3907515849465521,Bot
P+,100,0.3467322587966919,"@Under_5ft You must take action now that will move you towards your goals. Develop a sense of urgency in your life. - Les Brown",0.5070498979697793,False,0.30042707920074463,0.44920889222831056,False,0.5045299427262667,True,0.12804469466209412,0.05103860795497894,0.17375734448432922,0.5546809228781228,Bot
P,100,0.20536842942237854,"@Pyfbrown Faith is taking the first step even when you don't see the whole staircase. - Martin Luther King Jr.",0.4776699055554503,False,0.20907306671142578,0.5380271652288603,False,0.46759953478287003,True,0.08249405026435852,0.25181102752685547,0.25125348567962646,0.48100435900910987,Bot
NONE,100,0.2436792254447937,"@iamkmh_sc BI EKTIP PLS~",0.5910086843927028,False,0.2690209746360779,0.41071345931605285,False,0.5141685289898138,True,0.16460546851158142,0.09744516015052795,0.22524914145469666,0.32978578928475066,Bot
P,100,0.25882193446159363,"My best song for feb was definitely Nosa's always on my mind",0.6831590611550767,False,0.28058695793151855,0.6285375450786791,True,0.429064878444562,True,0.18793976306915283,0.1434691995382309,0.1291821300983429,0.4511827988045237,Bot
N,100,0.030385702848434448,"@54j33dh4 Believe and act as if it were impossible to fail. - Charles F. Kettering",0.39421738987251864,False,0.3594551682472229,0.409295636310912,True,0.4804497042606617,True,0.38368314504623413,0.017359919846057892,0.20911605656147003,0.6739487324919655,Bot
NONE,100,0.19294588267803192,"@5secs0fparam0re hi",0.7212866201239116,False,0.16495643556118011,0.6258436054514164,False,0.40010243311695676,True,0.14240673184394836,0.28253090381622314,0.21716007590293884,0.6058579744579635,Bot
P,100,0.19419606029987335,"@amirxkhld_ NICE",0.4684202355348458,False,0.1106468215584755,0.5165008045079414,True,0.48101742068926495,True,0.11574706435203552,0.44638094305992126,0.13302908837795258,0.5682247526177735,Bot
P+,90,0.09327395260334015,"Nothing is more expensive than a missed opportunity. - . Jackson Brown",0.5194269598035489,False,0.5694327354431152,0.45944696873949276,True,0.4424214554929185,True,0.11075796186923981,0.13596223294734955,0.09057308733463287,0.6034303886868129,Bot
N,97,0.09052359312772751,"@soal_KPOP He who is not courageous enough to take risks will accomplish nothing in life. - Muhammad Ali",0.41261543257761807,False,0.5864460468292236,0.4043951593993002,True,0.5020070983760658,True,0.1332736313343048,0.10126109421253204,0.0884956642985344,0.6633173820571364,Bot
NONE,100,0.16345569491386414,"@MOHANEDAHMED_ f4f please!",0.47424308703107354,False,0.1233622282743454,0.5216228130616639,False,0.5223298658584726,True,0.3412296175956726,0.0579700693488121,0.31398239731788635,0.48662564604081837,Bot
P,100,0.24782758951187134,"@LA_Promoter Ambition has one heel nailed in well though she stretch her fingers to touch the heavens. - Lao Tzu",0.5363694799400993,False,0.27355578541755676,0.7028196997809827,True,0.4740892681239665,True,0.18140819668769836,0.039661385118961334,0.2575470507144928,0.4583399315303731,Bot
NONE,100,0.0226580947637558,"RT @AlAnba_News_KW: بالصور.. تعرف على أفخم الوحدات السكنية في الإمارات  http://t.co/313yVVF0qK",0.36075972904593256,False,0.4019428491592407,0.38105085492134094,False,0.5425997684741842,True,0.08882886916399002,0.004655712284147739,0.4819144606590271,0.5114627706113263,Bot
P,100,0.2668234705924988,"@wesnakedd I began learning long ago that those who are happiest are those who do the most for others. - Booker T. Washington",0.4697519927206686,False,0.24904683232307434,0.5909580441943386,True,0.5205167843692603,True,0.15661747753620148,0.1616552472114563,0.16585694253444672,0.48513257837741175,Bot
P,94,0.03694423288106918,"When your going through a rough time and you are pushed down to your knees you are in the perfect position to pray...",0.49884090610479914,False,0.3034626245498657,0.47576498933005745,False,0.49026814342915326,False,0.13220568001270294,0.016611643135547638,0.5107758045196533,0.5299392094678967,Bot
N,92,0.02434711903333664,"I'm on one of those moods where I really want to listen to music but I can't find the right song. Hhhh.",0.49399277870937935,False,0.23851221799850464,0.567065807288153,False,0.4926136375843793,True,0.6083034873008728,0.019398242235183716,0.1094389334321022,0.4711767415577006,Bot
N,100,0.13542404770851135,"@victoriaxdelrio The less you open your heart to others the more your heart suffers. - Deepak Chopra",0.5262890470735098,False,0.38236844539642334,0.5000782870409781,False,0.39440722164066355,True,0.08651520311832428,0.012855744920670986,0.38283658027648926,0.5963711783150646,Bot
P,94,0.05359862372279167,"RT @marktonythought: This Guy Decided To Cheat On His Girlfriend. What She Did About It Is EPIC",0.47396959137108363,False,0.16972500085830688,0.45469044959335986,False,0.5194050364795773,False,0.061606138944625854,0.6674656867980957,0.047604627907276154,0.501803724843765,Bot
NONE,100,0.4335591197013855,"@Danny_Peru Happiness is found in doing not merely possessing. - Napoleon Hill",0.38665629746550223,False,0.15050089359283447,0.4869479312185655,False,0.4590633155285627,True,0.02647247724235058,0.33912819623947144,0.05033937096595764,0.7077513980531247,Bot
NONE,100,0.3170788288116455,"Man Cakes The Fuk Up",0.5540960415945215,False,0.2018415331840515,0.5175961423338505,False,0.4961356068479604,True,0.17564690113067627,0.24479585886001587,0.06063687428832054,0.39376948091471303,Bot
P,100,0.1518172025680542,"@Brad88ford Instinct is untaught ability. - Alexander Bain",0.46674152400534036,False,0.20504724979400635,0.39340312857376897,False,0.46985970488910017,True,0.18852820992469788,0.27753180265426636,0.17707553505897522,0.5080406710366222,Bot
N,100,0.07956653088331223,"I aim to high thus I get denied",0.5514568908739899,False,0.39884841442108154,0.4548650038869757,False,0.4408071205533784,True,0.1987374871969223,0.01943768747150898,0.3034099042415619,0.5872845081525429,Bot
N+,100,0.02317362278699875,"This Old Ass Song.",0.5460509377515922,False,0.17984312772750854,0.5244720400425426,True,0.46142366048933453,True,0.6790724396705627,0.08236373960971832,0.03554704785346985,0.4924948638844712,Bot
P,97,0.043264370411634445,"Where the hell is all the fun at and why am I not there",0.5579380241491028,False,0.3869987428188324,0.49981082845152475,True,0.49491704880506143,True,0.3958871364593506,0.06616610288619995,0.10768364369869232,0.46677398960167005,Bot
P+,100,0.12648630142211914,"@MlNlON Even a mistake may turn out to be the one thing necessary to a worthwhile achievement. - Henry Ford",0.40683702291068385,False,0.37945884466171265,0.45949274824376685,False,0.5070207715034485,True,0.27133604884147644,0.11114499717950821,0.11157377064228058,0.5400654133235182,Bot
N,100,0.4476611614227295,"RT @rioferdy5: BIG morning session done in the gym.. Now aboard flight to #Dublin to see you all later at @easons for my #2Sides book signi…",0.41973541197130243,False,0.11428306996822357,0.4952426144951268,True,0.5600765967506102,True,0.03082188405096531,0.25795602798461914,0.14927788078784943,0.5557175005707785,Bot
N,100,0.04788264259696007,"@weeshawnaMarie Strength lies in differences not in similarities. - Stephen Covey",0.5022637222783041,False,0.38086700439453125,0.5287299229387651,False,0.44691423095505817,True,0.2100755125284195,0.09147251397371292,0.26970231533050537,0.6707897002451888,Bot
NONE,100,0.2899820804595947,"RT @Penampilanku: Jika anda mengingikan sesuatu yang belum anda miliki maka anda akan harus melakukan sesuatu yg belum pernah anda lakukan",0.341133718268346,False,0.2524932026863098,0.4449663162231445,False,0.5133068952067145,True,0.11606208235025406,0.1978800892829895,0.14358261227607727,0.5087036774537274,Bot
